DBC加州小镇,2020,12,79.11,南 北 , 精装,435.0,顶层,54987.0,通州,临河里,4,2,11,2007,板楼
DBC加州小镇,2020,12,65.62,南 北 , 精装,285.0,高楼层,43356.5,通州,临河里,1,1,11,2005,板楼
DBC加州小镇C区,2020,12,92.15,南 , 精装,395.0,低楼层,42865.0,通州,临河里,2,1,14,2010,板楼
DBC加州小镇C区,2020,12,98.32,南 北 , 精装,415.0,中楼层,42210.0,通州,临河里,2,1,14,2010,板楼
DBC加州小镇C区,2020,12,88.9,南 北 , 简装,385.0,顶层,43308.0,通州,临河里,2,1,15,2010,板楼
DBC加州小镇C区,2020,12,90.15,南 , 精装,369.0,低楼层,40932.0,通州,临河里,2,2,15,2010,板楼
DBC加州小镇C区,2020,12,91.59,南 , 精装,375.0,低楼层,40944.0,通州,临河里,2,1,16,2009,板楼
FCC中央城,2020,12,40.51,东 , 精装,104.0,高楼层,25673.0,房山,长阳,1,0,21,2018,板楼
FCC中央城,2020,12,40.48,东 , 精装,95.5,低楼层,23469.0,房山,长阳,2,0,17,2018,塔楼
IDCITY艾迪城,2020,12,61.18,南 , 精装,246.0,高楼层,40210.0,顺义,后沙峪,3,0,9,2014,板楼
IDCITY艾迪城,2020,12,47.18,南 , 精装,197.0,高楼层,41755.0,顺义,后沙峪,2,0,9,2016,塔楼
IN北京,2013,4,58.1,南 西 , 其他,63.0,中楼层,10844.0,亦庄开发区,通州其它,1,1,12,2010,板塔结合
IN北京,2013,4,58.1,南 西 , 其他,63.0,中楼层,10844.0,大兴,通州其它,1,1,12,2010,板塔结合
IN北京,2013,4,58.1,南 西 , 其他,63.0,中楼层,10844.0,通州,通州其它,1,1,12,2010,板塔结合
K2十里春风,2020,4,79.0,南 北 , 其他,700.0,低楼层,88608.0,亦庄开发区,通州其它,2,2,22,2020,板塔结合
K2十里春风,2020,4,79.0,南 北 , 其他,700.0,低楼层,88608.0,大兴,通州其它,2,2,22,2020,板塔结合
K2十里春风,2020,4,79.0,南 北 , 其他,700.0,低楼层,88608.0,通州,通州其它,2,2,22,2020,板塔结合
K2清水湾,2020,12,59.89,西南 , 精装,296.0,高楼层,49341.0,通州,潞苑,2,1,27,2012,塔楼
K2清水湾,2020,12,40.12,东 , 精装,210.0,中楼层,52343.0,通州,潞苑,1,0,27,2012,塔楼
K2清水湾,2020,12,40.12,东 , 精装,211.0,高楼层,52593.0,通州,潞苑,1,0,27,2012,塔楼
K2清水湾,2020,12,57.78,西 , 精装,277.0,中楼层,47941.0,通州,潞苑,2,1,27,2012,塔楼
K2清水湾,2020,12,40.12,东 , 精装,200.0,中楼层,49851.0,通州,潞苑,1,1,27,2012,塔楼
K2清水湾,2020,12,113.46,西南 北 , 精装,570.0,中楼层,50238.0,通州,潞苑,3,2,27,2011,塔楼
K2清水湾,2020,12,40.12,西 , 精装,190.0,高楼层,47358.0,通州,潞苑,1,0,27,2012,塔楼
K2清水湾,2020,12,80.1,西 北 , 精装,370.0,低楼层,46193.0,通州,潞苑,3,1,27,2012,塔楼
K2清水湾,2020,12,59.89,西南 , 精装,268.0,中楼层,44749.0,通州,潞苑,2,1,27,2012,塔楼
K2玉蘭湾,2020,12,162.71,东 南 西 北 , 其他,251.5,低楼层,15426.5,通州,九棵树(家乐福),4,1,27,2015,板楼
M5朗峰,2020,10,57.2,东 西 , 精装,375.0,中楼层,65560.0,朝阳,通州北苑,3,1,10,2012,塔楼
M5朗峰,2020,10,57.2,东 西 , 精装,375.0,中楼层,65560.0,通州,通州北苑,3,1,10,2012,塔楼
MASTER领域,2020,12,56.91,西南 , 精装,302.0,中楼层,53067.0,朝阳,国展,1,1,20,2008,板塔结合
MASTER领域,2020,12,67.47,东北 , 精装,310.5,中楼层,45946.5,朝阳,国展,1,1,20,2008,板塔结合
MOMA万万树,2020,10,500.0,东 南 , 其他,2673.5,地下室,53460.0,顺义,顺义其它,4,2,2,2008,
NAGA上院,2017,1,305.0,东 南 , 精装,2200.0,低楼层,72132.0,东城,东直门,3,2,12,2008,塔楼
NAGA上院,2017,1,305.0,东 南 , 精装,2200.0,低楼层,72132.0,朝阳,东直门,3,2,12,2008,塔楼
SOHO北京公馆,2020,12,220.74,西 , 精装,1370.5,中楼层,62064.0,朝阳,三元桥,2,1,29,2008,塔楼
SOHO现代城,2020,12,148.86,东北 , 精装,785.0,中楼层,52735.0,朝阳,CBD,3,1,28,1999,塔楼
SOHO现代城,2020,12,146.72,东 , 其他,800.0,中楼层,54526.0,朝阳,CBD,3,1,28,1999,塔楼
SOHO现代城,2020,12,180.06,东南 , 简装,1040.5,中楼层,57759.0,朝阳,CBD,3,2,28,1999,塔楼
SOHO现代城,2020,12,108.62,西 , 简装,650.5,低楼层,59842.5,朝阳,CBD,2,1,28,2000,塔楼
SOHO现代城,2020,12,144.92,东北 , 其他,785.5,中楼层,54168.5,朝阳,CBD,3,1,28,2000,塔楼
SOHO现代城,2020,12,260.44,南 , 精装,980.5,高楼层,37629.0,朝阳,CBD,3,2,36,2001,塔楼
TBD云集中心,2020,9,83.91,南 , 精装,370.0,中楼层,44095.0,昌平,昌平其它,2,1,17,2015,板楼
UHN国际村,2020,12,59.03,南 , 精装,533.0,低楼层,90294.0,朝阳,三元桥,1,1,28,2003,板楼
UHN国际村,2020,12,103.54,南 , 精装,881.0,中楼层,85088.0,朝阳,三元桥,2,1,13,2007,板楼
UHN国际村,2020,12,93.52,东南 , 精装,844.0,中楼层,90238.0,朝阳,三元桥,2,2,26,2004,板楼
UHN国际村,2020,12,139.17,南 北 , 精装,1240.5,低楼层,89100.0,朝阳,三元桥,3,2,28,2004,板楼
US联邦公寓,2020,12,171.38,西北 , 精装,1080.5,中楼层,63018.5,朝阳,燕莎,2,1,31,2007,塔楼
V7九间堂,2020,6,219.21,南 北 , 毛坯,1330.5,中楼层,60673.0,通州,潞苑,5,2,4,2014,
Wehouse,2019,8,239.12,南 北 , 精装,1810.0,中楼层,75695.0,海淀,四季青,5,3,4,2004,板楼
Wehouse,2019,8,253.0,南 北 , 精装,2300.0,底层,90909.5,海淀,四季青,4,2,3,2005,板楼
gogo新世代,2020,12,46.39,南 , 简装,297.0,高楼层,64023.0,丰台,方庄,1,1,32,2005,塔楼
gogo新世代,2020,12,46.39,西 , 简装,278.0,高楼层,59927.0,丰台,方庄,1,1,30,2005,塔楼
gogo新世代,2020,12,44.17,西 , 精装,280.0,低楼层,63392.0,丰台,方庄,1,1,30,2005,塔楼
gogo新世代,2020,12,27.88,东 , 精装,205.0,高楼层,73530.0,丰台,方庄,1,0,23,2005,塔楼
gogo新世代,2020,12,56.77,南 , 精装,395.0,高楼层,69580.0,丰台,方庄,1,1,32,2005,塔楼
gogo新世代,2020,12,26.28,西 , 其他,220.5,高楼层,83714.0,丰台,方庄,1,0,23,2005,塔楼
gogo新世代,2020,12,46.39,西 , 精装,283.5,低楼层,61005.0,丰台,方庄,1,1,30,2005,塔楼
gogo新世代,2020,12,46.39,南 , 简装,297.0,高楼层,64023.0,朝阳,方庄,1,1,32,2005,塔楼
gogo新世代,2020,12,46.39,西 , 简装,278.0,高楼层,59927.0,朝阳,方庄,1,1,30,2005,塔楼
gogo新世代,2020,12,44.17,西 , 精装,280.0,低楼层,63392.0,朝阳,方庄,1,1,30,2005,塔楼
gogo新世代,2020,12,27.88,东 , 精装,205.0,高楼层,73530.0,朝阳,方庄,1,0,23,2005,塔楼
gogo新世代,2020,12,56.77,南 , 精装,395.0,高楼层,69580.0,朝阳,方庄,1,1,32,2005,塔楼
gogo新世代,2020,12,26.28,西 , 其他,220.5,高楼层,83714.0,朝阳,方庄,1,0,23,2005,塔楼
gogo新世代,2020,12,46.39,西 , 精装,283.5,低楼层,61005.0,朝阳,方庄,1,1,30,2005,塔楼
iMOMA,2020,10,82.57,西 , 精装,240.0,中楼层,29067.0,海淀,上地,2,0,8,2011,板塔结合
i立方,2020,11,66.19,东 , 简装,85.0,中楼层,12842.0,亦庄开发区,大兴其它,2,0,12,2013,塔楼
i立方,2020,11,66.19,东 , 简装,85.0,中楼层,12842.0,大兴,大兴其它,2,0,12,2013,塔楼
n次方,2020,11,68.42,南 , 简装,207.5,中楼层,30254.5,朝阳,北苑,2,0,13,2014,塔楼
n次方,2020,11,65.3,东 , 简装,188.5,中楼层,28791.0,朝阳,北苑,2,0,18,2014,塔楼
一万米家园,2020,12,51.2,东 , 精装,165.0,底层,32227.0,房山,良乡,1,1,6,2005,板楼
一万米家园,2020,12,98.41,南 北 , 精装,245.5,中楼层,24896.0,房山,良乡,2,1,6,2005,板楼
一万米家园,2020,12,98.41,南 北 , 精装,245.5,中楼层,24896.0,房山,良乡,2,1,6,2005,板楼
一世情园,2020,12,62.33,西 北 , 精装,199.0,中楼层,31927.0,亦庄开发区,马驹桥,1,1,5,2006,板楼
一世情园,2020,12,76.08,南 , 精装,217.5,中楼层,28523.0,亦庄开发区,马驹桥,2,1,5,2005,板楼
一世情园,2020,12,76.08,南 , 精装,217.5,中楼层,28523.0,亦庄开发区,马驹桥,2,1,5,2005,板楼
一世情园,2020,12,62.33,西 北 , 精装,199.0,中楼层,31927.0,通州,马驹桥,1,1,5,2006,板楼
一世情园,2020,12,76.08,南 , 精装,217.5,中楼层,28523.0,通州,马驹桥,2,1,5,2005,板楼
一世情园,2020,12,76.08,南 , 精装,217.5,中楼层,28523.0,通州,马驹桥,2,1,5,2005,板楼
一品亦庄,2020,12,124.69,南 北 , 精装,566.0,中楼层,45393.0,亦庄开发区,亦庄,2,1,11,2005,板楼
一品亦庄,2020,12,188.29,南 北 , 精装,828.0,顶层,43975.0,亦庄开发区,亦庄,4,2,11,2005,板楼
一品亦庄,2020,12,193.88,南 北 , 其他,889.5,顶层,45853.5,亦庄开发区,亦庄,3,3,11,2005,板楼
一品亦庄,2020,12,124.69,南 北 , 精装,566.0,中楼层,45393.0,大兴,亦庄,2,1,11,2005,板楼
一品亦庄,2020,12,188.29,南 北 , 精装,828.0,顶层,43975.0,大兴,亦庄,4,2,11,2005,板楼
一品亦庄,2020,12,193.88,南 北 , 其他,889.5,顶层,45853.5,大兴,亦庄,3,3,11,2005,板楼
一品亦庄,2020,12,124.69,南 北 , 精装,566.0,中楼层,45393.0,通州,亦庄,2,1,11,2005,板楼
一品亦庄,2020,12,188.29,南 北 , 精装,828.0,顶层,43975.0,通州,亦庄,4,2,11,2005,板楼
一品亦庄,2020,12,193.88,南 北 , 其他,889.5,顶层,45853.5,通州,亦庄,3,3,11,2005,板楼
一品亦庄,2020,12,193.88,南 北 , 其他,889.5,顶层,45853.5,通州,亦庄,3,3,11,2005,板楼
一品嘉园,2020,12,88.46,南 北 , 简装,206.0,低楼层,23231.0,大兴,南中轴机场商务区,2,1,6,2010,板楼
一品嘉园,2020,12,88.98,南 北 , 简装,215.0,中楼层,24163.0,大兴,南中轴机场商务区,2,1,6,2012,板楼
一品嘉园,2020,12,88.41,南 北 , 简装,202.0,底层,22849.0,大兴,南中轴机场商务区,2,1,6,2012,板楼
一品嘉园,2020,12,87.67,南 北 , 简装,207.0,中楼层,23555.0,大兴,南中轴机场商务区,2,1,6,2010,板楼
一品嘉园,2020,12,86.99,南 北 , 精装,208.5,中楼层,23911.0,大兴,南中轴机场商务区,2,1,5,2010,板楼
一品嘉园,2020,12,86.99,南 北 , 简装,205.5,中楼层,23566.5,大兴,南中轴机场商务区,2,1,6,2010,板楼
一品嘉园,2020,12,88.46,南 北 , 其他,205.5,低楼层,23175.0,大兴,天宫院南,2,2,6,2010,板楼
一品嘉园西区,2020,11,86.57,南 北 , 简装,207.0,中楼层,23912.0,大兴,南中轴机场商务区,2,1,6,0,板楼
一幅画卷,2020,11,108.33,南 , 精装,511.5,高楼层,47171.0,亦庄开发区,亦庄,2,1,25,2003,板塔结合
一幅画卷,2020,11,108.33,南 , 精装,511.5,高楼层,47171.0,大兴,亦庄,2,1,25,2003,板塔结合
一幅画卷,2020,11,108.33,南 , 精装,511.5,高楼层,47171.0,通州,亦庄,2,1,25,2003,板塔结合
一栋洋房,2020,10,183.17,南 北 , 简装,1070.0,低楼层,58416.0,亦庄开发区,亦庄,4,2,3,2002,
一栋洋房,2020,10,183.17,南 北 , 简装,1070.0,低楼层,58416.0,大兴,亦庄,4,2,3,2002,
一栋洋房,2020,10,183.17,南 北 , 简装,1070.0,低楼层,58416.0,通州,亦庄,4,2,3,2002,
一栋苑,2020,11,90.94,北 , 精装,380.0,高楼层,41786.0,丰台,刘家窑,2,1,24,2001,塔楼
一栋苑,2020,11,85.57,东北 , 简装,393.0,中楼层,45869.0,丰台,刘家窑,2,1,24,2001,塔楼
一栋苑,2020,11,88.09,北 , 其他,395.5,高楼层,44841.0,丰台,刘家窑,2,1,24,2001,塔楼
一瓶,2020,11,264.53,东 北 , 其他,2480.5,低楼层,93751.5,东城,陶然亭,2,1,12,2006,板楼
一瓶,2020,11,99.31,南 北 , 精装,1478.5,中楼层,148827.5,东城,陶然亭,3,1,13,2008,板楼
一瓶,2020,11,264.53,东 北 , 其他,2480.5,低楼层,93751.5,丰台,陶然亭,2,1,12,2006,板楼
一瓶,2020,11,99.31,南 北 , 精装,1478.5,中楼层,148827.5,丰台,陶然亭,3,1,13,2008,板楼
一瓶,2020,11,264.53,东 北 , 其他,2480.5,低楼层,93751.5,西城,陶然亭,2,1,12,2006,板楼
一瓶,2020,11,99.31,南 北 , 精装,1478.5,中楼层,148827.5,西城,陶然亭,3,1,13,2008,板楼
一瓶四和院,2020,12,87.42,东 , 精装,500.0,高楼层,57196.0,朝阳,亚运村小营,3,0,11,2010,塔楼
丁字街,2017,6,56.49,南 北 , 简装,168.0,顶层,29740.0,昌平,南口,2,1,4,1992,板楼
七一宿舍,2020,12,74.98,南 北 , 简装,238.5,顶层,31742.0,昌平,鼓楼大街,2,1,6,2000,板楼
七一宿舍,2020,12,72.23,南 北 , 精装,272.5,中楼层,37658.0,昌平,鼓楼大街,2,1,6,1997,板楼
七一宿舍,2020,12,72.23,南 北 , 精装,272.5,中楼层,37658.0,昌平,鼓楼大街,2,1,6,1997,板楼
七彩华园,2020,12,109.08,南 , 精装,776.0,低楼层,71141.0,海淀,马连洼,2,2,7,2005,板楼
七彩华园,2020,12,133.63,南 北 , 简装,917.0,顶层,68585.0,海淀,马连洼,3,1,7,2005,板楼
七彩华园,2020,12,92.54,南 北 , 精装,645.5,中楼层,69700.0,海淀,马连洼,2,1,7,2005,板楼
七彩华园,2020,12,113.58,南 北 , 精装,785.5,低楼层,69115.0,海淀,马连洼,2,2,6,2004,板楼
七彩华园,2020,12,92.54,南 北 , 精装,645.5,中楼层,69700.0,海淀,马连洼,2,1,7,2005,板楼
七星园,2020,12,63.77,南 北 , 简装,323.5,低楼层,50651.5,石景山,鲁谷,2,1,6,1994,板楼
七棵树东大街120号院,2017,4,83.96,南 北 , 简装,310.0,中楼层,36923.0,石景山,城子,2,1,5,2002,板楼
七棵树东大街120号院,2017,4,83.96,南 北 , 简装,310.0,中楼层,36923.0,门头沟,城子,2,1,5,2002,板楼
七棵树东大街小区,2020,11,66.5,南 北 , 简装,200.0,中楼层,30075.5,石景山,城子,2,1,6,1990,板楼
七棵树东大街小区,2020,11,66.5,南 北 , 简装,200.0,中楼层,30075.5,门头沟,城子,2,1,6,1990,板楼
七棵树西大街,2020,12,68.87,东 西 北 , 简装,197.0,低楼层,28532.5,石景山,城子,2,2,6,1990,板楼
七棵树西大街,2020,12,68.87,东 西 北 , 简装,197.0,低楼层,28532.5,门头沟,城子,2,2,6,1990,板楼
七省办,2020,11,55.43,南 , 简装,498.0,中楼层,89844.0,朝阳,马甸,2,1,7,1990,板楼
七省办,2020,11,56.8,南 北 , 简装,472.0,高楼层,83099.0,朝阳,马甸,2,1,7,1990,板楼
七省办,2020,11,55.43,南 , 简装,498.0,中楼层,89844.0,海淀,马甸,2,1,7,1990,板楼
七省办,2020,11,56.8,南 北 , 简装,472.0,高楼层,83099.0,海淀,马甸,2,1,7,1990,板楼
七省办,2020,11,55.43,南 , 简装,498.0,中楼层,89844.0,西城,马甸,2,1,7,1990,板楼
七省办,2020,11,56.8,南 北 , 简装,472.0,高楼层,83099.0,西城,马甸,2,1,7,1990,板楼
七贤村,2020,12,64.0,南 , 简装,590.0,低楼层,92188.0,海淀,紫竹桥,2,1,13,1994,板楼
七里庄路,2020,12,61.0,南 北 , 简装,303.0,高楼层,49590.5,丰台,七里庄,2,1,6,1990,板楼
七里庄路18号院,2019,4,59.28,东 西 , 精装,280.0,顶层,47150.0,丰台,北大地,2,1,6,1992,板楼
万事吉公寓,2020,7,150.35,南 北 , 精装,750.0,顶层,49884.0,东城,蒲黄榆,3,2,12,1998,板楼
万事吉公寓,2020,7,150.35,南 北 , 精装,750.0,顶层,49884.0,丰台,蒲黄榆,3,2,12,1998,板楼
万博苑,2020,11,82.93,南 北 , 精装,845.0,中楼层,101894.0,西城,右安门内,2,2,6,2000,板楼
万博苑,2020,11,87.16,南 , 其他,822.0,高楼层,94310.0,西城,右安门内,2,1,23,1999,塔楼
万博苑,2020,11,84.03,南 北 , 简装,900.0,中楼层,107105.0,西城,右安门内,2,2,6,2000,板楼
万和世家,2020,10,123.94,东南 , 精装,1700.0,高楼层,137164.0,西城,牛街,3,1,9,2002,板楼
万国城MOMA,2020,12,127.31,东北 , 精装,1200.0,低楼层,94258.5,东城,东直门,2,2,25,2002,塔楼
万国城MOMA,2020,12,97.38,西 , 其他,884.5,中楼层,90779.0,朝阳,东直门,2,1,26,2004,塔楼
万地名苑,2020,8,130.14,东北 , 简装,730.0,中楼层,56094.0,丰台,五棵松,3,2,13,2003,板塔结合
万地名苑,2020,8,130.14,东北 , 简装,730.0,中楼层,56094.0,海淀,五棵松,3,2,13,2003,板塔结合
万城华府,2020,12,285.3,南 北 , 精装,5500.0,底层,192780.0,海淀,万柳,4,2,5,2005,板楼
万宁小区,2020,11,81.12,南 北 , 其他,180.0,底层,22190.0,房山,城关,2,1,6,0,板楼
万寿园,2020,12,126.3,南 北 , 简装,1185.0,低楼层,93825.0,海淀,万寿路,3,2,19,1999,板塔结合
万寿园,2020,12,107.2,南 北 , 简装,1068.0,高楼层,99627.0,海淀,万寿路,2,2,19,1999,板塔结合
万寿园,2020,12,147.8,南 东北 , 精装,1295.5,底层,87619.0,海淀,万寿路,3,2,18,1999,塔楼
万寿寺北里,2020,11,54.3,南 北 , 精装,506.0,中楼层,93187.0,海淀,魏公村,2,1,5,1981,板楼
万寿寺北里,2020,11,54.3,南 北 , 精装,502.0,中楼层,92450.0,海淀,魏公村,2,1,5,1981,板楼
万寿路12号院,2020,11,48.4,东 , 简装,440.0,底层,90910.0,海淀,公主坟,1,1,6,1994,板楼
万寿路12号院,2020,11,64.1,南 北 , 简装,600.0,底层,93604.0,海淀,公主坟,2,1,6,1995,板楼
万寿路15号院,2019,6,92.9,南 北 , 简装,986.0,中楼层,106136.0,海淀,万寿路,3,1,6,1995,板楼
万寿路18号院,2019,10,54.7,南 北 , 精装,497.0,高楼层,90860.0,海淀,公主坟,2,1,6,1987,板楼
万寿路1号院,2020,12,61.8,南 北 , 精装,465.0,顶层,75162.0,海淀,万寿路,2,1,5,1978,板楼
万寿路24号院,2020,11,71.4,南 北 , 简装,633.0,高楼层,88656.0,海淀,公主坟,3,1,6,1980,板楼
万寿路26号院,2020,10,75.9,南 , 其他,735.0,高楼层,96772.5,海淀,公主坟,1,1,18,1990,塔楼
万寿路27号院,2020,8,90.8,南 北 , 简装,820.5,中楼层,90309.0,海淀,公主坟,3,1,6,1990,板楼
万寿路8号院,2020,12,119.5,西南 , 简装,1160.0,顶层,97072.0,海淀,万寿路,3,1,12,1996,板塔结合
万寿路乙14号,2020,5,41.7,西 , 精装,445.0,中楼层,106715.0,海淀,公主坟,1,1,5,1999,板楼
万寿路乙15号院,2016,1,76.11,东北 , 简装,438.0,低楼层,57549.0,海淀,公主坟,2,1,16,1988,塔楼
万寿路乙5号院,2017,3,85.79,东 西 , 精装,950.0,中楼层,110736.0,海淀,万寿路,2,1,12,1998,板楼
万寿路小区,2020,12,53.8,南 北 , 精装,539.0,顶层,100093.0,海淀,公主坟,2,1,6,1986,板楼
万寿路甲15号北院,2014,1,64.0,南 北 , 其他,407.5,底层,63594.0,海淀,万寿路,2,1,6,1995,板楼
万寿路甲15号院五区,2020,11,87.6,南 北 , 简装,1010.0,顶层,115297.0,海淀,万寿路,3,1,14,1998,板楼
万寿路甲15号院四区,2020,11,76.6,南 , 简装,830.0,中楼层,108356.0,海淀,万寿路,2,1,16,1997,塔楼
万寿路甲6号院,2020,12,50.6,南 , 精装,650.5,中楼层,128459.0,海淀,万寿路,2,1,6,1980,板楼
万寿路电信宿舍,2019,5,41.1,南 , 简装,373.0,中楼层,90755.0,海淀,公主坟,1,1,4,1984,板楼
万寿路西街10号院,2020,3,37.6,南 , 简装,505.5,中楼层,134309.0,海淀,万寿路,1,1,5,1980,板楼
万寿路西街11号院,2020,11,68.31,南 北 , 简装,758.0,中楼层,110965.0,海淀,万寿路,3,1,6,1987,板楼
万寿路西街11号院,2020,11,68.31,南 北 , 精装,719.0,高楼层,105256.0,海淀,万寿路,3,1,6,1987,板楼
万寿路西街11号院,2020,11,71.07,东 西 , 简装,704.0,高楼层,98987.0,海淀,万寿路,2,1,6,1999,板楼
万寿路西街11号院,2020,11,38.19,南 , 其他,593.5,高楼层,155277.0,海淀,万寿路,1,1,6,1987,塔楼
万寿路西街11号院,2020,11,57.75,西北 , 其他,693.0,中楼层,119913.5,海淀,万寿路,2,1,6,1987,塔楼
万寿路西街12号院,2020,3,60.3,东北 , 简装,630.5,中楼层,104478.0,海淀,万寿路,2,1,6,1985,板楼
万寿路西街1号院,2020,6,61.0,南 北 , 简装,715.0,中楼层,117214.0,海淀,万寿路,2,1,7,1985,板楼
万寿路西街5号院,2020,5,87.85,东 , 精装,945.0,高楼层,107570.0,海淀,万寿路,2,1,21,2000,塔楼
万寿路西街5号院,2020,5,42.4,西北 , 毛坯,595.5,低楼层,140330.5,海淀,万寿路,1,1,18,1990,塔楼
万寿路西街9号,2020,12,148.17,南 北 , 精装,1230.5,顶层,83013.0,海淀,万寿路,2,2,5,1999,板楼
万年广阳郡九号,2020,11,139.46,南 北 , 精装,609.0,低楼层,43669.0,房山,长阳,3,2,13,0,板楼
万年花城一期,2020,12,92.44,南 , 精装,600.0,低楼层,64907.0,丰台,玉泉营,2,2,16,2005,板楼
万年花城三期,2020,12,66.76,西北 , 精装,395.0,中楼层,59168.0,丰台,玉泉营,1,1,20,2006,板塔结合
万年花城三期,2020,12,93.0,东 南 北 , 精装,565.0,低楼层,60753.0,丰台,玉泉营,2,2,14,2006,板楼
万年花城三期,2020,12,135.8,南 北 , 简装,840.0,中楼层,61856.0,丰台,玉泉营,3,2,20,2006,板塔结合
万年花城三期,2020,12,56.61,南 , 精装,367.0,高楼层,64742.0,丰台,玉泉营,1,0,18,2006,板楼
万年花城三期,2020,12,95.55,东南 , 简装,613.0,高楼层,64155.0,丰台,玉泉营,2,1,20,2006,板塔结合
